item_id,playtime_forever
227220,68392
227240,177074
227260,7875
227280,80610
227300,6957469
227320,650196
227380,3582
227480,276845
227560,38025
227580,144833
227600,21412
227680,341738
227700,2680811
227720,30000
227760,40211
227780,44609
227800,14974
227860,339478
227900,455
227920,8169
227940,14037711
227980,119154
228180,400764
228200,4969439
228260,319449
228280,681047
228300,311630
228320,12787
228380,402053
228400,143813
228440,63086
228560,46293
228760,307694
228880,57080
228940,26768
228960,72023
229100,4024
229480,17656
229520,25299
229580,32777
229600,1230
229660,1
229810,24770
229870,46856
229890,10742
229970,16956
230050,344113
230070,62735
230150,17030
230170,2358
230190,202997
230230,1957520
230250,0
230270,27666
230290,186956
230310,12480
230330,80
230350,895
230410,124027703
230650,28960
230700,118325
230760,302
230780,6369
230820,35405
230840,9470
230860,68859
230980,22912
231020,3961
231040,52679
231060,1058128
231140,275931
231160,158599
231180,9013
231200,21475
231310,22342
231330,42470
231430,11496852
231670,3289000
231720,21112
231740,376465
231910,13021
231990,15849
232010,174922
232050,194409
232090,7329820
232150,39428
232210,227924
232430,134553
232450,267455
232670,0
232750,119324
232770,53377
232790,192331
232810,746218
232890,153729
232910,579853
232950,44157
232970,10497
233110,11960
233130,1018871
233150,263514
233190,40927
233210,1515
233230,29828
233250,2770611
233270,1262995
233290,212637
233310,3213
233350,33086
233370,18661
233390,5899
233410,1507
233450,9398643
233470,196082
233510,13348
233530,19301
233550,8165
233610,130958
233630,198230
233680,38677
233700,206148
233720,2104273
233740,283369
233840,293665
233860,406144
233980,356495
234000,31948
234060,952
234080,152215
234100,694
234140,2984149
234160,69020
234190,207578
234290,17192
234310,401961
234330,865540
234350,890
234370,1273
234390,218131
234490,57766
234530,133920
234630,951783
234650,800425
234670,1326070
234710,1816986
234740,15867
234820,9713
234900,58753
234920,19078
234940,36406
234980,8791
235070,7726
235210,102821
235250,120886
235320,8189
235340,135638
235360,162558
235380,18076
235400,28885
235460,891896
235540,1488537
235600,1650515
235620,31404
235660,5265
235700,1677
235720,3667
235760,2954
235800,442386
235820,25133
235900,93847
235980,11674
236010,4037
236090,755325
236110,3758188
236130,19944
236150,171084
236290,4212
236370,272866
236390,43565714
236430,10014461
236450,111222
236470,1594
236490,4524
236510,134969
236530,3237
236690,388487
236730,46063
236790,30164
236830,329115
236850,14528532
236870,462312
236890,1860
236930,4013
236970,3388
237110,1556771
237310,5058844
237350,12235
237370,38862
237430,68502
237470,3970
237530,571
237550,2800
237570,52624
237590,20057
237630,82806
237740,89950
237760,10556
237850,77402
237870,323186
237890,309209
237930,576028
237950,12591
237970,768
237990,373695
238010,2524846
238050,8915
238070,8094
238090,1377071
238110,5354
238130,357
238170,3770
238210,275251
238240,274244
238260,200562
238280,109034
238320,768588
238370,288677
238430,1486506
238460,3841832
238530,16330
238590,183914
238630,10533
238710,20449
238750,198585
238870,11940
238890,29324
238910,96790
238930,23171
238960,23168503
239030,1526035
239070,688208
239090,7628
239120,135049
239140,6904927
239160,1202415
239200,221249
239220,3493236
239250,87291
239350,1737472
239410,26834
239430,29084
239450,140810
239660,2004210
239700,53336
239720,8781
239800,76781
239820,3416608
239840,205492
240160,7114
240180,4010
240200,6077
240220,0
240320,192965
240340,384
240360,1355
240380,112796
240440,7800
240460,310303
240600,65382
240620,16433
240660,594
240760,919589
240970,50721
241070,30614
241240,78323
241260,60838
241320,41672
241410,111414
241540,3103820
241560,1132546
241600,2851425
241620,32832
241640,56033
241660,15599
241680,1
241720,282479
241760,757
241790,734
241910,63185
241930,6294106
241990,33415
242050,5380793
242110,59360
242130,13183
242360,0
242460,55927
242480,115
242530,15857
242550,199389
242570,132535
242590,41570
242630,0
242640,226555
242680,1907134
242700,1184788
242720,1483084
242760,5911712
242780,28333
242800,34669
242820,95892
242840,16269
242860,1598155
242880,321099
242920,3996666
242940,18290
242960,7416
242980,5482
243000,14305
243020,3368
243040,26024
243060,1218
243120,83069
243140,807
243160,21632
243180,1821
243200,23876
243220,15268
243280,10400
243300,324
243320,1977
243360,74340
243380,37533
243450,63459
243470,2993133
243560,9922
243580,5499
243780,68293
243800,57025
243870,13656960
243890,13
243930,98916
243950,233001
243970,275036
244030,64872
244050,50751
244070,70930
244090,52421
244160,637427
244210,2148173
244290,3260
244410,48059
244430,21104
244450,2330501
244590,54892
244630,97847
244690,17928
244710,52961
244730,117454
244770,648654
244810,22422
244830,5
244850,13953981
244870,172148
244890,26208
244910,2675
244930,624790
244950,1952
245010,1844
245050,23125
245070,0
245130,57310
245150,23461
245170,1352527
245280,82092
245300,13764
245350,0
245370,18419
245390,31057
245410,10431
245430,6378
245450,21852
245470,545248
245490,416187
245550,451933
245620,1304786
245730,18599
245760,29955
246070,38150
246090,166947
246110,74845
246260,11196
246280,479340
246300,14924
246360,586
246400,14137
246420,292989
246580,85638
246600,810
246620,1403598
246680,6362
246700,74992
246720,299
246740,2500
246760,28179
246800,5492
246820,26
246840,56509
246880,783
246900,633658
246920,5228
246940,6243
246960,14837
246980,18142
247000,432161
247020,316755
247080,787352
247120,4409
247140,25144
247240,65268
247310,8466
247350,20428
247370,22130
247430,44953
247580,7034
247660,75190
247730,1551690
247770,4165
247830,33543
247870,12185
247910,441070
247930,1387
247950,28837
248170,140060
248190,19163
248270,48
248290,10044
248310,106628
248330,10462
248350,24664
248370,8401
248390,664649
248410,6466
248450,13290
248470,17576
248490,66452
248510,36346
248530,40807
248550,38513
248570,2595634
248610,304024
248630,54491
248650,50432
248710,5455
248730,4412
248800,16003
248820,5253464
248860,261071
248970,23881
249050,740548
249130,2915352
249190,13390
249230,93480
249330,71535
249360,38718
249380,94069
249550,14563
249570,30044
249590,38733
249610,13207
249630,61514
249650,148332
249680,25084
249870,300516
249930,1861
249950,50147
249990,186048
250030,20029
250050,13309
250070,75
250110,28638
250180,224171
250200,140
250240,21147
250260,166755
250280,7842
250320,1265256
250340,959444
250360,76566
250380,14138
250400,943125
250420,243291
250460,73409
250500,72491
250520,110360
250560,110312
250580,133590
250600,15361
250620,46135
250640,7392
250660,10586
250700,35883
250720,1792
250740,21
250760,596523
250870,55242
250900,25800414
251020,19
251060,2462033
251110,7679
251130,87818
251150,209130
251170,214332
251210,8066
251230,3383
251270,14655
251290,98994
251310,9810
251370,13111
251390,5682
251410,10198
251430,25850
251470,123346
251490,2912
251510,5117
251530,26424
251570,8105074
251590,0
251610,96980
251630,56880
251670,249360
251690,26062
251710,15026
251730,324689
251770,9778
251790,9
251810,120839
251830,13326
251850,28996
251870,104199
251890,5542
251910,28951
251970,39738
251990,218906
252010,48980
252030,74832
252050,2835
252070,11762
252110,27520
252130,10500
252150,61904
252170,19830
252210,4645
252230,2340
252250,8416
252270,19707
252290,2265
252310,21722
252330,137051
252350,40388
252370,12911
252410,197668
252430,5125
252450,152177
252470,68957
252490,81120416
252530,385683
252550,12284
252570,13552
252610,27391
252630,73308
252670,32293
252690,8733
252710,5448
252730,3177
252750,5666
252770,8124
252830,5983
252850,107
252870,139352
252890,1858
252910,3929
252950,35886124
252970,2396
253030,367170
253110,43475
253130,12068
253150,7760
253190,26489
253230,13277
253250,346676
253290,24732
253310,115
253330,17862
253350,6295
253370,25656
253390,2937
253410,4511
253430,345782
253470,20690
253490,22175
253510,38878
253530,31937
253570,10518
253610,11124
253630,29918
253650,53475
253670,141
253690,10015
253710,1394026
253750,24985
253770,19828
253790,10305
253860,3149
253880,4661
253900,101666
253920,5211
253940,35561
253960,7794
253980,142611
254000,3965
254020,5406
254040,2366
254060,9282
254080,1271
254100,610
254130,17024
254200,179781
254320,17611
254440,158963
254460,11178
254480,5394
254590,6007
254650,4653
254700,472052
254820,378
254840,2484
254860,33
254880,5519
254920,46
254960,27470
254980,7573
255010,4610
255030,4436
255070,82655
255220,610447
255260,72263
255280,22113
255300,19496
255320,20522
255340,14322
255370,41097
255390,8765
255420,596001
255480,1358681
255500,5602
255520,82201
255710,7582614
255870,30603
255920,3157
255940,801
255960,687
256010,9377
256030,15530
256050,59859
256070,2999
256190,36490
256290,236978
256330,39037
256350,5477
256370,143333
256390,10812
256410,726096
256440,82
257030,16756
257050,54317
257080,10752
257120,41181
257170,192667
257220,139
257260,606
257350,414996
257400,90757
257510,633971
257610,1539
257630,3150
257650,77069
257670,8503
257690,6353
257710,18617
257730,609582
257750,201959
257770,6581
257790,13026
257830,32072
257850,188515
257870,4111
257890,40989
257930,730
257970,41074
257990,16615
258010,52439
258030,389
258050,54600
258070,1895
258090,117385
258160,106692
258180,69933
258200,47156
258220,16155
258240,538
258520,87437
258590,19594
258700,333715
258760,9332
258880,10125
258890,32765
258910,28933
258950,10790
258970,412733
259000,1697
259020,2404
259060,123415
259130,13998
259170,9128
259190,731
259280,2040
259300,2151
259320,747
259340,371
259360,985
259390,39277
259410,6082
259430,11108
259450,2671
259470,17752
259490,5920
259510,26510
259530,46035
259550,28180
259570,18163
259600,16505
259620,26363
259640,5204
259660,8749
259680,304446
259700,5004
259720,19804
259740,27847
259760,2601
259780,33898
259810,2622
259830,6077
259870,24409
259890,16448
259910,6392
259940,453
259960,917
259980,4003
260000,857
260020,117
260040,344
260060,788
260130,97293
260160,19026
260190,6859
260210,100002
260230,265179
260250,16101
260270,2203
260330,7449
260380,865
260410,35107
260430,66045
260510,11288
260530,1433
260550,2397
260570,6147
260650,1653
260690,832
260710,397
260730,3954
260750,4408
260770,2250
260790,24248
260930,22997
261030,1832366
261110,103207
261180,533434
261350,5573
261430,60577
261470,126606
261490,7337
261510,24488
261530,31813
261570,425545
261600,592
261640,10128321
261680,4922
261700,21809
261720,289
261740,645
261760,152837
261880,5417
261900,0
261920,2318
261940,694
261960,1150
262000,2382
262060,2060131
262080,3872
262100,469
262120,46503
262150,68946
262190,1216
262210,15185
262240,6532
262260,24042
262280,106035
262300,21537
262390,33163
262410,630819
262450,16306
262470,8370
262490,22425
262510,128
262550,9769
262590,11211
262610,808
262630,0
262650,3749
262690,32739
262750,20844
262770,11976
262790,71574
262830,74674
262850,6743
262870,1199
262900,21649
262920,5834
262940,39747
262960,11570
262980,130
263020,45008
263040,4553
263060,291585
263080,8059
263100,1353
263120,137
263140,938
263180,63
263200,56454
263260,3487
263280,1331173
263300,99111
263320,28987
263340,2136
263360,36411
263380,9899
263400,30666
263420,15728
263440,273634
263460,10137
263480,10422
263500,162939
263520,11110
263540,297331
263560,23006
263600,0
263620,41651
263640,991
263680,7421
263700,6796
263740,27961
263760,889551
263800,0
263820,23984
263840,9292
263860,15629
263880,8612
263920,6070
263940,861
263960,8033
263980,105635
264000,6838
264060,11716
264080,533
264120,29928
264140,1016634
264160,53749
264200,840095
264220,9337
264240,74664
264260,1156
264280,90446
264300,23088
264320,15573
264340,15369
264360,196599
264380,36606
264400,53
264420,133
264440,55
264460,5051
264480,634
264520,7647
264540,25468
264560,10931
264580,458
264690,40603
264710,2011635
264730,70027
264970,3881
265000,19049
265020,328
265120,36503
265170,14143
265210,339219
265240,1114
265300,273139
265330,8248
265380,9403
265400,4547
265420,8964
265490,40
265550,788425
265590,78240
265610,331906
265630,2661706
265650,116388
265670,8176
265690,6353
265750,16508
265770,5139
265790,8794
265810,49002
265830,5928
265870,21000
265890,50685
265930,3810789
265950,10034
265970,18533
265990,15041
266010,219159
266030,16734
266050,15612
266070,83758
266090,762
266110,94242
266130,109971
266150,155602
266170,25542
266190,1322
266210,232218
266230,42912
266250,3516
266290,3893
266310,34705
266330,12164
266370,306
266390,20827
266410,70403
266430,415970
266450,30204
266470,144
266490,15863
266510,266313
266550,370
266590,1
266620,159
266840,2585887
266940,4383
266980,0
267060,18030
267220,177
267340,16979
267360,7235
267440,22623
267490,39659
267530,365149
267550,143130
267600,38531
267610,6041
267670,7606
267730,5083
267750,59439
267900,9084
267920,39722
267940,264
267960,1335
267980,47671
268050,308485
268130,685
268200,27315
268220,26215
268240,30876
268260,695
268320,13114
268340,1451
268360,2515
268400,68875
268420,2917824
268500,5142703
268520,177
268540,25714
268650,1365977
268670,2088
268710,38
268750,1263645
268810,11821
268830,21387
268850,2055183
268870,118439
268890,65671
268930,2107
268970,219
269010,10681
269030,29695
269050,6880
269110,40165
269150,665
269170,3751
269210,1112434
269230,8146
269250,23353
269270,18450
269290,94754
269310,52264
269330,8477
269350,1215
269370,15530
269390,29019
269430,3788
269450,700
269470,64639
269490,51384
269530,2051
269550,35
269570,7871
269590,2423
269610,4214
269630,6453
269650,27382
269670,20455
269690,3652
269710,468
269730,152117
269770,235641
269790,24490
269810,1686
269890,19870
269910,8701
269990,5280
270010,8286
270030,44
270050,38353
270070,0
270090,20159
270110,2972
270130,2975
270150,395330
270170,29511
270190,9087
270210,81009
270230,36
270270,6260
270310,3532
270330,7085
270370,260970
270410,0
270430,18
270450,189068
270490,11337
270510,1559
270550,254549
270570,24226
270590,236
270630,24307
270750,7989
270760,8046
270770,141
270790,3938
270810,3330
270830,990
270850,159558
270880,712549
270910,4643
270942,0
270950,7880
271240,163347
271290,1786162
271360,4727
271370,1785
271500,4364
271520,2
271550,8961
271570,43460
271590,59709682
271640,41524
271670,25070
271730,12684
271760,1699
271820,39991
271860,51236
271900,77993
271920,6392
271970,35049
271990,3286
272010,4773
272040,10587
272060,9770
272230,32678
272270,3562
272300,70
272330,3878
272350,493011
272470,134148
272490,328
272510,563410
272600,9990
272670,28016
272860,138046
272890,26133
272920,0
272990,289
273030,158
273070,63410
273110,1508864
273240,16056
273350,4431054
273390,65838
273500,16664
273550,189
273570,3012
273580,1724
273590,735
273600,1347
273620,5137
273730,579
273740,10
273750,1925
273760,3108
273770,13356
273790,13
273800,14
273820,958
273830,2429
273840,61140
273850,10
273860,38
273940,12983
273960,2130
274010,842
274130,2257
274170,794112
274190,1957007
274230,60114
274250,38697
274270,70300
274290,103766
274310,186225
274350,10524
274390,1
274450,3166
274480,12214
274500,5796
274520,29217
274560,65094
274620,13618
274700,1141
274800,1
274880,1401
274900,186279
274920,162044
274940,934156
274980,19414
275060,7848
275080,22523
275100,29246
275180,27925
275200,36864
275290,15187
275310,0
275330,5
275350,10665
275390,68980
275470,60031
275490,79761
275510,8279
275530,21207
275570,26866
275610,17905
275670,104818
275810,1708
275830,958
275850,1792748
276220,1623
276240,20
276300,0
276340,693
276360,77
276380,0
276430,389
276440,789
276460,1
276730,3551
276750,1011
276770,11855
276810,263984
276870,4247
276890,19844
277110,4840
277170,20
277210,0
277230,12813
277250,0
277270,4062
277390,445
277430,163954
277450,17773
277460,4015
277470,19110
277490,21355
277500,19307
277510,11777
277520,11499
277540,107
277560,451
277590,79621
277630,5600
277650,60
277680,11598
277700,1438
277850,4173
277870,18878
277890,50596
277910,1714
277930,23508
277950,111932
278080,821951
278100,447
278150,354
278190,18
278210,9414
278360,193783
278420,1070
278440,13280
278460,117199
278490,2478
278510,116
278530,97816
278550,1008
278570,12141
278590,2674
278620,15372
278640,13877
278810,2878
278850,0
278890,7470
278910,63100
278930,14691
278970,10849
279070,0
279140,73943
279160,15070
279260,10993
279280,0
279420,2458
279440,17048
279460,29
279480,70617
279500,121
279520,5723
279540,270
279560,1515
279580,4450
279640,173
279720,9835
279740,173
279800,14346
279840,45
279900,8232
279920,3128
279940,16518
279990,5412
280010,8666
280040,36519
280140,10319
280180,25608
280200,11
280220,332426
280320,48297
280360,14438
280380,160
280440,2891
280460,5466
280500,2857
280520,64205
280540,2419
280560,5479
280600,5920
280620,2522
280640,8707
280680,688
280720,5995
280740,151027
280790,1078537
280830,373
280890,4164
280910,16036
280930,23113
281050,1
281060,4902
281130,5877
281200,17144
281220,23839
281240,360
281260,304
281280,3477
281350,802
281370,23049
281390,3844
281410,3581
281430,1005
281450,2440
281560,56
281580,912
281610,78420
281640,43246
281690,199259
281750,10640
281820,1290
281840,207
281860,10746
281900,1
281920,5665
281940,6333
281990,2840498
282010,9319
282030,14593
282050,39873
282070,1744547
282100,43300
282140,158371
282210,56946
282350,3089678
282370,34
282400,83269
282440,1034892
282500,0
282530,12001
282560,15698
282590,77089
282620,481
282640,675
282660,385202
282680,711
282740,934
282760,44819
282780,1493
282800,495619
282860,1883
282880,43875
282900,810609
282960,42
283000,29923
283020,22954
283040,22355
283060,5818
283080,7363
283100,2980
283160,4465
283180,11653
283230,18168
283270,1029
283290,63391
283310,1245
283330,1543
283350,2311
283370,768
283390,30762
283410,1436
283430,901
283450,2074
283470,0
283490,2534
283580,92
283640,100996
283660,15275
283680,37674
283820,774
283840,4512
283880,20196
283920,2524
283940,9966
283960,16809
283980,12159
284000,365
284020,2181
284050,1307
284100,1895
284140,3098
284160,1102651
284180,1915
284200,10538
284220,40650
284260,565
284290,2161
284390,11525
284410,398
284460,45494
284580,210
284680,171
284710,77406
284730,15159
284750,18004
284770,21368
284790,20881
284810,23087
284830,19837
284850,26358
284870,20183
284890,19179
284910,17
284930,11040
284950,85283
284970,145
284990,6528
285010,29343
285030,202
285050,14046
285070,4201
285090,5878
285110,4685
285130,8803
285160,344004
285310,114654
285330,106996
285350,494
285400,1551
285420,10243
285440,23646
285480,7569
285500,26701
285520,4265
285580,35623
285670,5
285740,17753
285800,21381
285820,17565
285840,61350
285900,497569
285920,200702
285960,3009
285980,6679
286040,72762
286080,115671
286100,116105
286120,61097
286140,1736
286160,1964316
286200,14208
286220,2607
286240,5244
286260,26935
286280,5259
286320,15263
286340,96295
286360,34191
286380,3176
286440,65
286460,1249
286480,489
286500,5246
286520,9
286540,1017
286570,111855
286660,7892
286690,841794
286730,16
286750,96
286770,360
286790,0
286810,23715
286830,5377
286880,4543
286930,100
286940,34826
287020,14132
287070,3121
287100,3307
287120,59811
287140,7416
287200,4827
287220,15322
287260,20290
287290,271097
287340,29853
287390,879134
287450,1164848
287580,57336
287600,8025
287680,268439
287700,8290721
287720,400
287740,3
287780,402
287840,8339
287860,73276
287900,546
287920,165059
287960,717
287980,222854
288000,0
288020,6472
288040,3953
288060,6980
288100,6581
288120,21237
288140,9335
288160,42766
288220,2044
288260,3208
288270,9365
288290,4275
288370,15166
288470,499719
288500,0
288570,2767
288610,0
288630,117
288650,506
288670,539
288690,1934
288710,193
288730,1284
288750,896
288790,248
288830,360
288840,850
288880,15068
288930,7365
288970,276
289050,7
289090,35785
289130,1901987
289180,66209
289200,663
289220,8650
289240,322
289260,221
289280,1196
289300,22401
289320,45
289340,3655
289360,27
289380,1
289400,7559
289420,7442
289440,6469
289460,374
289480,9270
289500,2700
289520,68959
289550,5
289580,2079
289600,16645
289620,2989
289650,1007722
289690,35285
289760,43452
289780,11041
289800,737
289820,43
289840,1538
289890,83423
289910,88
289930,42484
289950,182158
290000,2238
290020,2331
290040,5410
290060,2984
290080,1799976
290140,111085
290260,12081
290280,14738
290300,238805
290320,8773
290340,245598
290380,1686
290410,2489
290440,74
290460,609
290490,769
290530,6045
290650,14338
290710,8341
290730,143254
290750,583
290770,51125
290790,268040
290810,2071
290830,6215
290870,1050
290890,47905
290930,250225
290970,6159
290990,12697
291010,52872
291030,16758
291050,20986
291070,1747
291090,113
291130,18281
291150,52775
291170,16643
291190,4147
291210,79598
291250,2470
291270,6346
291290,876
291330,16827
291370,964
291390,2814
291410,152387
291430,3806
291450,8297
291480,3073612
291550,6519075
291610,133
291630,845
291640,206
291650,1421651
291710,9491
291770,535
291910,16097
291930,3057
291960,2929
292030,11760429
292060,2556
292090,1004
292120,855939
292140,262545
292160,5977
292180,104724
292200,5226
292230,59260
292240,4641
292260,2999
292280,125
292300,2094
292330,1482
292350,3361
292370,25835
292380,52646
292390,2917
292400,2913
292410,64989
292420,748
292480,10841
292500,11938
292570,24125
292600,15599
292620,18460
292630,37148
292640,0
292660,693
292670,1135
292680,224
292760,819
292780,5497
292800,50210
292820,718
292840,222
292860,38
292880,292
292910,99381
292930,1489
292990,2689
293010,52282
293140,41
293160,4148
293180,89813
293200,368
293220,995
293240,16327
293260,761706
293280,477
293300,2186
293320,15357
293340,2835
293360,593
293400,220
293420,224
293440,2322
293460,448
293480,541
293500,57213
293520,5498
293540,263544
293560,57182
293600,6208
293660,6996
293680,11915
293720,208
293740,17443
293760,223966
293780,105940
293820,242
293840,2471
293860,20691
293880,6901
293900,7245
293920,8432
293940,13503
293960,2780
294000,13155
294020,55945
294040,12521
294060,447
294100,1347050
294120,0
294140,16586
294160,42266
294190,7665
294230,19189
294280,197
294370,9945
294390,558
294440,16955
294460,10014
294530,9716
294540,1800
294550,1159
294570,855
294580,598
294590,67
294650,1570
294660,8350
294670,1521
294680,831
294690,771
294700,512
294710,472
294720,35403
294730,30
294750,9085
294770,943
294790,1509
294810,115493
294830,823
294860,949243
295110,11005391
295250,2645
295270,5068171
295490,9954
295550,202151
295590,5433
295610,342
295630,412
295670,222
295690,42418
295710,11508
295730,10060
295750,2918
295770,11918
295790,54493
295810,92
295850,4811
295870,578
295910,5444
295930,27298
295990,5458
296010,3237
296030,1177
296050,57466
296070,28371
296150,294
296180,596
296210,23
296220,6072
296240,14742
296280,13349
296300,3775
296470,451708
296490,360100
296510,7045
296530,452
296550,658
296570,44614
296590,4170
296610,6596
296630,947
296650,209
296710,10026
296730,4534
296770,31362
296810,1
296830,31322
296850,4505
296870,19374
296910,87444
296930,24260
296950,2104
296970,128961
297000,169885
297020,93246
297060,3859
297070,0
297080,1589
297090,19
297100,5457
297110,6507
297120,61621
297130,72878
297210,5579
297270,2534
297290,14805
297310,727
297330,3003
297350,1235
297370,1124
297390,11
297410,4659
297450,1461
297470,2064
297490,14555
297570,384
297590,3148
297620,65
297720,187
297740,5877
297750,19979
297760,2902
297810,204587
297860,24667
297920,10790
297940,0
298020,417
298030,55700
298050,134703
298110,3284432
298140,1324
298160,133229
298180,5807
298220,428
298240,262709
298260,95725
298280,3216
298300,84
298340,1832
298360,7595
298400,7709
298420,52
298480,29615
298520,72049
298560,16678
298600,81388
298630,1763696
298790,373
298820,4521
298830,3097
298840,3288
298850,4114
298890,3638
298900,0
298930,187
298950,141
299010,6
299020,0
299030,11909
299050,3237
299070,4518
299090,23717
299100,0
299110,673
299150,1120
299160,1025
299170,212
299180,1538
299250,4428
299260,39826
299290,0
299340,8852
299360,1871791
299420,6253
299440,9026
299460,119823
299480,6773
299500,6784
299540,27740
299580,59
299600,1208
299640,1243
299660,9239
299680,1263
299700,39440
299720,50380
299740,336013
299780,9967
299800,40
299820,30
299840,10990
299860,186240
299890,3982
299910,1412
300040,30135
300060,4652
300080,174916
300200,3051
300220,24187
300260,163
300280,3931
300300,17318
300320,16537
300340,11831
300360,11190
300380,63125
300400,4321
300510,166
300540,12490
300550,448541
300570,97314
300580,35361
300610,2973
300620,336
300630,26
300760,7668
300820,1550
300840,2392
300900,185
300910,1
300920,0
300970,101395
301050,4963
301120,63540
301150,18555
301190,30326
301200,20771
301220,64
301250,0
301260,166
301300,9579
301320,7501
301360,1095
301380,6664
301420,311
301460,13309
301480,36385
301500,284
301520,23435234
301540,11626
301560,657
301610,50090
301640,423776
301650,6965
301670,118
301680,7094
301690,811
301700,1032
301730,535
301740,1183
301750,49724
301760,1784
301830,37
301860,4014
301910,555015
301920,7796
301930,318
301970,129143
301980,3369
301990,7780
302010,24279
302060,1749
302080,12145
302110,883
302120,4891
302130,1791
302160,893
302170,312
302180,1380
302190,989
302210,159
302240,650
302250,3533
302260,83
302270,506020
302290,7063
302310,11526
302320,2168
302330,607
302340,166
302350,762
302360,2
302370,1
302380,129947
302390,459
302440,499
302460,593
302470,7522
302490,3484
302510,333612
302570,21
302590,48467
302610,65356
302650,5694
302670,111269
302690,13796
302710,25310
302730,379
302750,2513
302790,11618
302810,21
302830,1121306
302850,3328
302870,1347
302910,151
302950,4438
302970,3520
303210,84484
303260,11032
303290,13555
303310,7285
303340,2815
303390,171535
303410,7893
303430,11842
303470,3101
303510,4644
303530,79
303550,3126
303590,5189
303680,5339
303690,10612
303710,661
303720,1288
303760,804
303790,11745
303800,22676
303820,2354
303830,1707
303840,6086
303850,1081
303860,492
303870,92
303880,104
303910,2068
303940,555
304030,3326991
304050,17558622
304150,1553
304170,2949
304190,0
304240,124961
304270,120946
304290,20652
304350,11373
304410,119998
304430,69963
304460,11866
304500,10887
304540,29
304650,489549
304670,63492
304710,0
304730,140995
304750,0
304810,0
304890,460
304910,2198
304930,50953961
304950,8079
305010,5094
305050,45610
305070,3689
305150,0
305260,429506
305280,212
305380,10737
305390,1789
305460,8
305480,6276
305490,12408
305500,1624
305510,3764
305620,752625
305640,20791
305660,32
305740,5032
305780,6375
305800,1664
305820,4827
305840,647
305860,7
305880,0
305920,2874
305940,24337
305960,2959
305980,13189
306020,615004
306040,46425
306130,5492455
306200,3955
306260,509
306350,31220
306370,166
306410,41088
306440,1155
306480,1092
306490,5310
306520,393
306550,21039
306620,998
306630,978
306640,1118
306660,87062
306670,2672
306680,10982
306700,6015
306760,24075
306830,464094
306930,126
306950,9209
307010,5849
307030,353
307050,20079
307070,49418
307090,16057
307130,15919
307170,25996
307190,29384
307210,4728
307230,38249
307270,4757
307290,68389
307340,10647
307350,23067
307410,40
307430,10295
307530,0
307560,36
307570,3048
307580,7342
307590,11621
307600,8962
307620,193
307640,37677
307670,29663
307690,824308
307760,2622
307770,1260
307780,1553480
307880,158362
307900,2967
307920,555
307930,4322
307960,58503
307980,106180
307990,1024
308000,16243
308040,14845
308060,98
308080,1195
308173,10593
308180,0
308270,6134
308320,17
308330,922
308360,4455
308380,13649
308420,131256
308440,3486
308460,2069
308520,4066
308560,81
308580,4042
309900,28
310060,55572
310070,14566
310080,92398
310110,13252
310360,32070
310370,27200
310380,530842
310390,0
310450,3060
310460,3301
310470,32543
310490,1754
310510,94513
310560,546484
310640,12
310700,13185
310740,5570
310760,3027
310790,43796
310810,4724
310830,0
310850,8195
310880,7190
310890,13705
310950,801048
310970,798
310990,13
311010,1082
311040,5293
311060,2482
311080,7796
311100,1364
311120,3400
311140,4714
311170,2876
311190,13426
311210,13201968
311240,38486
311250,13813
311310,369499
311340,486246
311400,2199
311480,32001
311490,4
311560,387012
311680,17939
311690,1339766
311700,7105
311720,3604
311730,158348
311770,31670
311800,14652
311820,286
311840,1073
311850,1001
311860,1984
311870,21822
311910,2323
311930,1642
311940,0
311980,961
312010,3982
312020,91
312050,0
312150,20945
312200,4718
312210,36047
312220,125
312230,5932
312240,1381
312270,0
312280,40444
312300,8929
312310,1
312350,3817
312360,2364
312370,32685
312390,209
312400,39
312410,31
312420,708
312430,6275
312440,179
312450,15526
312510,6175
312530,668805
312540,16228
312600,4165
312610,39716
312630,23926
312640,48180
312710,581
312720,9726
312750,70228
312780,71231
312790,37822
312840,68906
312860,160
312900,2210
312920,96728
312960,13446
312970,176
312980,7694
312990,688915
313010,41133
313020,43297
313040,1024
313080,37145
313120,1021587
313130,13200
313140,5812
313160,1506389
313190,55
313200,0
313210,591
313240,3466
313320,0
313330,19
313340,425388
313360,4707
313400,7214
313470,5562
313480,33759
313500,31021
313590,5123
313620,689
313630,18125
313650,12599
313660,558
313690,560102
313730,120961
313740,712808
313810,8430
313830,249
313870,552
313960,131
313980,991
314000,13552
314010,26768
314020,59254
314030,17580
314070,12752
314120,1
314150,7906
314160,1372575
314180,31274
314200,9894
314210,3566
314220,2419
314230,68978
314240,14389
314250,24111
314280,19232
314290,3791
314300,662
314320,5644
314340,1751
314360,257
314370,1563
314380,4566
314410,164217
314420,39903
314450,51917
314460,3293
314470,4359
314500,5760
314510,314
314520,7502
314540,65
314560,4206
314570,4637
314590,27
314660,107103
314680,1
314700,42383
314710,10933
314760,1075
314770,10
314810,11862
314830,21778
314850,56
314950,2
314970,43689
314980,37810
315060,7771
315070,15285
315080,3281
315110,3642
315130,159
315240,25
315260,9614
315320,1307
315330,300
315340,1471
315430,84562
315440,7591
315450,54
315460,101137
315480,1002
315530,0
315540,329
315550,776
315600,11142
315610,2445
315640,92642
315650,198
315660,3295
315670,1758
